,url,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,image_url,description,lat,long,state
320914,https://vermont.craigslist.org/apa/d/warren-sugarbush-village-north-lynx-3/7047445152.html,vermont,1,condo,1500,3,2.0,0,0,1,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/01212_d5QVwZv6sjE_600x450.jpg,"Our Sugarbush Village condo at the North Lynx complex in Warren VT will have long term and short term availability starting in May 2020 through November 2020.    3 bedrooms, 2 bathrooms, fully stocked and furnished.  Upstairs bedroom - 1 Queen Bed Downstairs front bedroom - 2 twin beds Downstairs back bedroom - 1 twin and 1 bunkbed (3 beds total)  Prices, utilities etc would depend on length of stay so if interested, let me know and we can discuss.  Shoot me an email with a little about your self etc.",44.111000000000004,-72.8609,vt
320915,https://vermont.craigslist.org/apa/d/hinesburg-br-ft2-two-bedroom-apartment/7047361837.html,vermont,1600,apartment,1100,2,1.0,0,0,0,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00D0D_i40gZVi82NV_600x450.jpg,"$1600/2br - 1100ft2 â Two Bedroom Apartment (Hinesburg)   2 Bedroom Apartment. Close to CVU. Approximately 1100 sq/ft. 1st floor apartment in a two story houseânewly renovated ranch. 1 Bathroom-large bathroom with shower and tub. Two parking spaces. Tenant pays heat & electricity. (gas heat) Apartment available March 1, 2020. 1 year lease with first year running from March 1, 2020 through end of May 2021. No short term leases. Must complete a a tenant application form!  First month and security deposit expected ($3200 down) Text Sarah   show contact info .    --",44.3346,-73.098,vt
320916,https://vermont.craigslist.org/apa/d/williamstown-one-bedroom-apartment/7047350640.html,vermont,700,apartment,750,1,1.0,0,0,0,0,0,0,no laundry on site,off-street parking,https://images.craigslist.org/00909_v8saHN8KOq_600x450.jpg,"Very nice one bedroom apartment for rent in center of Williamstown.  First floor apartment. Eat-in kitchen, living room, bedroom with full bath. Off-street parking for one car only.  Great location 5 minutes from I-89, 10 minutes to Barre, 15 minutes to Northfield and Berlin, 20 minutes to Montpelier, 1 hour to both Burlington and West Leb.   $700.00/mo includes $100.00 credit per month for electricity but does not include heat. First month's rent and $900.00 security deposit required.  Credit check and References required.  6 month lease.  NO smoking, NO pets.  Email, or call  show contact info",44.1218,-72.5409,vt
320917,https://vermont.craigslist.org/apa/d/nice-2-bedroom-apartment-save-on-rent/7047315768.html,vermont,1350,apartment,700,2,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00I0I_8Qw9ThwL85e_600x450.jpg,"Apply here: https://turningleafvt.tenantcloud.com/listing/432836  newly updated!! Second level apartment with spacious kitchen and abundant cabinets.  New flooring throughout the entire apartment. Updated painting  Large Windows allow for natural sunlight. 2 bedrooms with closet space. On site laundry! More updates planned for this unit and property.  The property location is awesome for the Burlington area. 5 minute walk to New North End shopping center which includes Hannafords, UPS, Banks, Fitness center, Ethan Allen Optical, Restaurants and much more. Furthermore, its a 5 minute walk to Leddy Park and 10 minute walk to the beach!! Oh and Rite Aid is right next door!    QUALIFICATION STANDARDS: YOUR APPLICATION WILL BE DENIED IF YOU DO NOT MEET THE BELOW STANDARDS FOR QUALIFICATION.  Applicant must have current photo identification and a valid social security number. Applicant's monthly household income must exceed 2 times the rent. All income must be from a verifiable source. Unverifiable income will not be considered. Applicants must receive positive references from all previous landlords for the previous 5 years. Applicant may not have any evictions or unpaid judgments from previous landlords. Applicant must exhibit a responsible financial life. Credit score must be a minimum of 625. A background check will be conducted on all applicants over 18. Applicant's background must exhibit a pattern of responsibility. Applicant must be a non-smoker. Occupancy is limited to 2 people per bedroom.  At landlord's discretion, compensating factors such as an additional security deposit or co-signer (guarantor) may be required for qualification if Applicant fails to meet any one of the above requirements. In the event of multiple applicants, tenancy will be granted to the most qualified, based on the above criteria.",44.5048,-73.242,vt
320918,https://vermont.craigslist.org/apa/d/burlington-1-br-apt-renovated-new/7047294576.html,vermont,1400,apartment,554,1,1.0,0,0,0,0,0,0,laundry on site,off-street parking,https://images.craigslist.org/00n0n_ddLfTgnmpUJ_600x450.jpg,"Newly renovated 1-bedroom apartment, 554 square feet. Recent improvements include new kitchen cabinets and countertops, stove, dishwasher, microwave, new flooring, new 4â vanity and sink in the bathroom. Fresh paint throughout. Lots of light. On and off street parking(one car each). Washer/dryer, trash, and recycling on site. Tenant pays electricity and gas/heat. Located in Burlington's beautiful Hills section.Close to  downtown, UVM, Champlain, or the hospital. Landlords live on site.  Available October 20, 2019  Rent: Monthly rent is $1500 which includes off street parking for one car, water/sewer, trash, recycling. Security and first month due at signing of lease(6 month lease commitment required). No utilities included. No smoking. Pets will be considered.   Application process: When you reply to this listing we will have you fill out an application with proposed number of tenants(including pets), employment, and tenant history before showing the apartment.",44.4704,-73.2105,vt
320919,https://vermont.craigslist.org/apa/d/fairfax-home-is-complete-with-beautiful/7033355809.html,vermont,1250,house,2181,3,2.5,1,1,1,0,0,0,laundry in bldg,attached garage,https://images.craigslist.org/00606_fqJnhgde5I0_600x450.jpg,"This 3+ bedroom home is complete with beautiful embellishments, such as a gorgeous custom kitchen with cherry cabinets, Brazilian granite counter tops, stainless appliances, custom lighting, and bamboo flooring. The great room encompasses all of the living space you could need, 3 sets of French Doors leading to the expansive deck with lake views, built-in library-style shelving, and oak flooring. There is an additional bonus room for office, den, or whatever needs you have. Upstairs, the master suite has a sitting/exercise space, plus a private balcony to enjoy the great views over the lake. There are 2 more spacious bedrooms, in addition to another full bath, all light and bright, compliments of the skylights allowing the sun to pour in. This isn't your average home. It's private and sits at the end of the cul de sac. The road is private and has private maintenance.",44.6924,-73.0241,vt
320920,https://vermont.craigslist.org/apa/d/essex-junction-two-bedroom-close-to/7029985901.html,vermont,1675,apartment,1000,2,2.0,1,1,0,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00A0A_it3ABrANDig_600x450.jpg,"Five Corners  in Essex Junction VT is available Now. 5 Corners is a true neighborhood location, centrally located in the heart of Essex Junction. 5 Corners is within walking distance to restaurants, shopping, grocery stores, and other businesses and services. Its central location allows easy access to 1-89 and is only minutes to the airport and the hospital. Downtown Burlington is only a short drive away.  This like new apartments features 2 bedroom 2 bath apartment priced at $1800.00. This unit is spacious and bright with 9ft ceilings that allow the natural light to flow in. You will love living in this ideal setting with everything you need right at your doorstep. Two balcony's!  Property Features:  - Bright and Spacious units in the heart of Five Corners, Essex - 9' Ceilings with lots of closet space and storage - Dishwasher, Microwave, Disposal, Refrigerator - Upgraded Kitchen with granite counters and Stainless Steel Appliances - Underground/Covered parking (most units) - Central Air - Hardwood Flooring - Bathrooms with Tile Floors - Wall to Wall Carpet in Bedrooms - Laundry Facilities on premises - Terraced balconies on select units with amazing views of the Green Mountains  Community Features:  - Ideally located close to I-89, Burlington, Airport , Hospital and University - Shopping and all Services within walking distance - Underground or covered parking - Near public transit - Elevator - Retail Services on First Floor of building (restaurants etc)   Visit www.5cornersessex.com for more information and to see floor plans and pricing of each available unit. Don't miss this fabulous opportunity to live in this amazing complex.  Our professional management staff can be contacted at  show contact info",44.5035,-73.0906,vt
320921,https://vermont.craigslist.org/apa/d/spacious-convenient-location-in-rutland/7030000470.html,vermont,790,apartment,1000,2,1.0,0,0,1,0,0,0,w/d hookups,off-street parking,https://images.craigslist.org/00P0P_lLI9rWYZTVA_600x450.jpg,"2 bedroom (can be used as 3 bedroom) 1 full-bath on upper floor. Everything is included, only pay for the electricity (lights and stove). Washer/Dryer hook-ups, Separate entrance. Off street parking, lots of storage space. Laundromat, post office, grocery store, movie theater, library and etc. are nearby. Easy walk to downtown. SOME PETS (no dog) MAY BE NEGOTIABLE, no smoker. $790/mo. Move in cost $2,370.  Online application: https://www.apartment802.com/rental-application/?property_id=robbins",43.6104,-72.9857,vt
320922,https://vermont.craigslist.org/apa/d/south-strafford-strafford-apt-utilities/7047136760.html,vermont,850,apartment,1100,2,1.0,1,1,0,0,0,0,,off-street parking,https://images.craigslist.org/00b0b_4yiUKxO14ji_600x450.jpg,"Great 2 bed 1 full bath lower level apartment only mins. to the village of Strafford and the school system, store and postoffice.  Great opportunity to get into affordable housing and the Newton School and all it has to offer.  This two bedroom apartment has had some recent updates and sits on 4 acres of land on a quiet road.",43.8282,-72.37,vt
320923,https://vermont.craigslist.org/apa/d/north-hero-beautiful-4-bedroom-lake/7047063276.html,vermont,1900,house,3200,4,2.0,1,1,0,0,0,1,w/d in unit,attached garage,https://images.craigslist.org/00T0T_7ljUgugQ5m9_600x450.jpg,4 bedroom 2 full bath home complete with attached 2 bay finished garage.  Enjoy the lake for swimming in the summer and ice skating in the winter.  Available at the end of January or beginning of February.    Fully finished basement makes for a wonderful entertainment room.  Complete with french doors to easily walk out and enjoy the 7 acres.,44.8646,-73.2657,vt
320924,https://vermont.craigslist.org/apa/d/moscow-two-bedroom-furnished-apartment/7032127991.html,vermont,1500,apartment,1000,2,1.0,0,0,0,0,0,1,w/d in unit,off-street parking,https://images.craigslist.org/00H0H_6NHFxu5zXRF_600x450.jpg,"Fully furnished, beautifully appointed, two-bedroom, one-bathroom apartment in a classic, well-maintained 1850âs building. Open floor plan, with a bonus den/office area. Wide vintage pine floors and lots of natural light. Kitchen has granite countertops, gas range/oven, dishwasher, and microwave. Other amenities include washer/dryer in the apartment, baseboard propane heat, large flat-screen TV, and clawfoot tub in the bathroom. There is a small outdoor deck overlooking a well-kept backyard with views over the Little River. The apartment is conveniently located on Route 100 in the Lower Village, walkable to shops, and directly on the winter bus route to the Resort.  No smoking, no pets. Available immediately for twelve-month lease at $1500 per month, plus utilities, or for a 5-month winter season lease at $2000 per month, plus utilities. First month, last month, plus security deposit required.",44.4519,-72.6969,vt
